(datetime.datetime(1959, 7, 2, 0, 0), 0.0011049723756906, -0.0033003300330032, -0.0033407572383075, 0.0011049723756906, nan, 0.0011049723756906, 0.16666666666667002, 0.023746701846966)
(datetime.datetime(1959, 7, 6, 0, 0), -0.0066225165562914, 0.0055187637969094, 0.005586592178771, -0.0066225165562914, nan, -0.0066225165562914, 0.10476190476189999, 0.0098797250859107)
(datetime.datetime(1959, 7, 7, 0, 0), -0.0055555555555556, -0.010976948408342, -0.0066666666666667, -0.0055555555555556, nan, -0.0055555555555556, -0.32758620689655, 0.0059549128030625)
(datetime.datetime(1959, 7, 8, 0, 0), 0.0022346368715085, -0.0011098779134295, 0.0011185682326622, 0.0022346368715085, nan, 0.0022346368715085, -0.12179487179486999, 0.0046511627906977)
(datetime.datetime(1959, 7, 9, 0, 0), -0.0011148272017837, -0.0033333333333333, -0.0044692737430167, -0.0011148272017837, nan, -0.0011148272017837, -0.35036496350365004, 0.0021043771043771)
(datetime.datetime(1959, 7, 10, 0, 0), -0.0011160714285716, 0.0011148272017837, -0.0011223344556678, -0.0011160714285716, nan, -0.0011160714285716, 1.4494382022472, 0.020159596808064)
(datetime.datetime(1959, 7, 13, 0, 0), 0.0, 0.0077951002227172, 0.0044943820224718, 0.0, nan, 0.0, 0.41284403669725, 0.022643062988883998)
(datetime.datetime(1959, 7, 14, 0, 0), 0.0078212290502794, -0.0022099447513814, -0.0011185682326622, 0.0078212290502794, nan, 0.0078212290502794, -0.50649350649351, -0.015700483091787)
(datetime.datetime(1959, 7, 15, 0, 0), -0.0077605321507761, 0.0044296788482836, 0.0011198208286674, -0.0077605321507761, nan, -0.0077605321507761, 0.25, -0.0024539877300613)
(datetime.datetime(1959, 7, 16, 0, 0), 0.011173184357542, -0.0022050716648291, 0.0011185682326622, 0.011173184357542, nan, 0.011173184357542, -0.11052631578947, 0.025420254202542004)
(datetime.datetime(1959, 7, 17, 0, 0), 0.0, 0.0055248618784529, 0.0078212290502794, 0.0, nan, 0.0, -0.05917159763313599, 0.0171931227509)
(datetime.datetime(1959, 7, 20, 0, 0), 0.0033149171270718, -0.0010989010989011, -0.0033259423503325, 0.0033149171270718, nan, 0.0033149171270718, -0.018867924528301997, 0.028694968553459002)
(datetime.datetime(1959, 7, 21, 0, 0), -0.0066079295154186, 0.0033003300330032, 0.0022246941045606, -0.0066079295154186, nan, -0.0066079295154186, -0.076923076923077, 0.013756209400076)
(datetime.datetime(1959, 7, 22, 0, 0), 0.0011086474501108, -0.0054824561403508, -0.0066592674805772, 0.0011086474501108, nan, 0.0011086474501108, 0.26388888888889, 0.024500565397663)
(datetime.datetime(1959, 7, 23, 0, 0), -0.011074197120709001, -0.0077177508269019, -0.0055865921787708, -0.011074197120709001, nan, -0.011074197120709001, 0.36813186813187004, 0.022442972774099)
(datetime.datetime(1959, 7, 24, 0, 0), 0.013437849944009, 0.0055555555555556, 0.001123595505618, 0.013437849944009, nan, 0.013437849944009, -0.11244979919678999, -0.012594458438286998)
(datetime.datetime(1959, 7, 27, 0, 0), 0.0, 0.0011049723756906, 0.0078563411896746, 0.0, nan, 0.0, -0.38009049773756, -0.01567055393586)
(datetime.datetime(1959, 7, 28, 0, 0), 0.0, 0.0022075055187637, 0.0044543429844097, 0.0, nan, 0.0, 0.5766423357664201, -0.0085153646797482)
(datetime.datetime(1959, 7, 29, 0, 0), 0.0011049723756906, -0.0011013215859031, -0.0011086474501108, 0.0011049723756906, nan, 0.0011049723756906, -0.34722222222222, -0.0037341299477222)
(datetime.datetime(1959, 7, 30, 0, 0), 0.0011037527593819, 0.0033076074972436, 0.0055493895671477, 0.0011037527593819, nan, 0.0011037527593819, -0.41134751773050005, -0.00037481259370315)
(datetime.datetime(1959, 7, 31, 0, 0), 0.0022050716648291, 0.0010989010989011, 0.0011037527593819, 0.0022050716648291, nan, 0.0022050716648291, 0.13253012048193, -0.0041244844394451)
(datetime.datetime(1959, 8, 3, 0, 0), -0.0055005500550056, -0.0043907793633369, -0.0066152149944874, -0.0055005500550056, nan, -0.0055005500550056, -0.15957446808510997, -0.0090361445783133)
(datetime.datetime(1959, 8, 4, 0, 0), 0.0055309734513275, 0.0022050716648291, 0.0033296337402885, 0.0055309734513275, nan, 0.0055309734513275, -0.063291139240506, -0.00075987841945289)
(datetime.datetime(1959, 8, 5, 0, 0), -0.0033003300330032, -0.0011001100110011, 0.0, -0.0033003300330032, nan, -0.0033003300330032, 0.32432432432432, -0.0026615969581749)
(datetime.datetime(1959, 8, 6, 0, 0), -0.0022075055187639, 0.0011013215859031, -0.0011061946902655, -0.0022075055187639, nan, -0.0022075055187639, 0.33673469387755, -0.0015249714067861)
(datetime.datetime(1959, 8, 7, 0, 0), 0.0022123893805311, -0.0033003300330032, 0.0, 0.0022123893805311, nan, 0.0022123893805311, -0.16030534351145, 0.0015273004963727)
(datetime.datetime(1959, 8, 10, 0, 0), 0.014348785871965001, 0.01766004415011, 0.0044296788482836, 0.014348785871965001, nan, 0.014348785871965001, 0.18181818181818002, -0.0060998856271445)
(datetime.datetime(1959, 8, 11, 0, 0), -0.0010881392818281, 0.0032537960954446, 0.011025358324145, -0.0010881392818281, nan, -0.0010881392818281, 0.46923076923077, -0.036823935558113)
(datetime.datetime(1959, 8, 12, 0, 0), -0.0119825708061, -0.016216216216216002, -0.016357688113413, -0.0119825708061, nan, -0.0119825708061, -0.1151832460733, -0.025089605734767)
